RG,NASC mês/ano,NOME,GEN,PAI,IPP DEP,IPP AC,IPP TOP,3P DEP,3P AC,3P TOP,STAY DEP,STAY AC,STAY TOP,MP120 DEP,MP120 AC,MP120 TOP,PE365 DEP,PE365 AC,PE365 TOP,NF 3P,NR 3P,MGTe VAL,MGTe AC,MGTe TOP,PAC DEP,PAC AC,PAC TOP,MP210 DEP,MP210 AC,MP210 TOP,P450 DEP,P450 AC,P450 TOP,NN 120,NRN 120,P120 DEP,P120 AC,P120 TOP,P210 DEP,P210 AC,P210 TOP,NF 210,NR 210,NF 450,NR 450,NF,PE365,NR,STAY,AOL DEP,AOL AC,AOL TOP,ACAB DEP,ACAB AC,ACAB TOP,US,MAR DEP,MAR AC,MAR TOP,MAR,ES DEP,ES AC,ES TOP,PS DEP,PS AC,PS TOP,MS DEP,MS AC,MS TOP,SAMS,CAR DEP,CAR AC,CAR TOP,IMS DEP,IMS AC,IMS TOP,IPM DEP,IPM AC,IPM TOP,MGTe_CR DEP,MGTe_CR AC,MGTe_CR TOP,MGTe_RE DEP,MGTe_RE AC,MGTe_RE TOP,MGTe_CO DEP,MGTe_CO AC,MGTe_CO TOP,MGTe_F1 DEP,MGTe_F1 AC,MGTe_F1 TOP,IPP,P365 DEP,P365 AC,P365 TOP
180375EE,08/18,180375 DE ESPIRITU,G,150533EE,0.10,11,79%,,,,61.46,11,10%,,,,0.60,45,4%,,,2%,,,,,,,,,12.21,48,3%,,,,,,6.91,39,6%,,,,,6,27,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRRB 115,11/06,MR WRS POI 115,,727046,-0.17,36,34%,,,,43.55,41,90%,,,,0.58,67,4%,,,28%,FERTILIDADE,,,,,,,,8.37,74,11%,,,,,,6.59,68,7%,,,,,64,54,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110333EE,08/11,110333  DE ESPIRITU,,080171EE,0.38,37,97%,,,,86.71,43,0.1%,,,,1.10,56,0.5%,,,0.1%,,,9.28,36,0.1%,,,,10.71,56,6%,,,,,,,,,,,,,36,,18.61,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060194EE,08/06,060194  DE ESPIRITU,,107867,0.27,32,92%,,,,82.77,41,0.1%,,,,-0.09,38,76%,,,0.5%,,,6.99,32,0.5%,,,,7.36,43,15%,,,,,,,,,,,,,27,,13.70,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030600EE,08/03,030600  DE ESPIRITU,,000216EE,0.37,38,97%,,,,81.51,47,0.1%,,,,0.14,37,31%,,,1%,,,6.24,39,1%,,,,3.44,40,35%,,,,,,,,,,,,,36,,11.04,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090960EE,08/09,090960  DE ESPIRITU,,061755EE,0.40,35,98%,,,,80.97,45,0.1%,,,,0.17,43,28%,,,0.5%,,,6.72,33,0.5%,,,,7.80,47,13%,,,,,,,,,,,,,36,,13.71,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120878EE,08/12,120878  DE ESPIRITU,,090726EE,0.32,38,95%,,,,80.35,47,0.1%,,,,0.65,52,3%,,,0.1%,,,7.68,35,0.5%,,,,12.23,51,3%,,,,,,,,,,,,,47,,14.38,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040129EE,07/04,040129  DE ESPIRITU,,107867,0.28,28,93%,,,,79.75,37,0.1%,,,,0.85,31,2%,,,0.1%,,,5.17,29,3%,,,,7.24,37,15%,,,,,,,,,,,,,23,,16.23,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060150EE,08/06,060150  DE ESPIRITU,,030600EE,0.40,33,98%,,,,78.17,42,0.1%,,,,0.30,33,16%,,,2%,,,7.01,34,0.5%,,,,4.62,40,28%,,,,,,,,,,,,,33,,10.79,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030105EE,07/03,030105  DE ESPIRITU,,92878,0.05,20,72%,,,,75.21,28,0.5%,,,,0.08,29,39%,,,0.1%,,,3.10,22,12%,,,,10.13,36,7%,,,,,,,,,,,,,13,,14.96,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050615EE,08/05,050615  DE ESPIRITU,,125673,0.18,26,86%,,,,75.00,35,0.5%,,,,0.19,34,26%,,,0.5%,,,10.15,26,0.1%,,,,6.49,38,18%,,,,,,,,,,,,,18,,13.44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,10/03,LANCEFIELD M BREAK,,CIW5529,-0.42,38,18%,,,,73.81,49,0.5%,,,,-0.02,52,63%,,,18%,,,3.16,25,12%,,,,-0.36,61,68%,,,,,,,,,,,,,53,,5.12,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041672EE,10/04,041672  DE ESPIRITU,,966239EE,0.15,32,83%,,,,73.31,42,1%,,,,-0.22,32,90%,,,6%,,,2.57,33,17%,,,,0.53,38,58%,,,,,,,,,,,,,35,,8.11,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060105EE,08/06,060105  DE ESPIRITU,,95985,0.27,31,92%,,,,72.33,41,1%,,,,-0.09,35,76%,,,3%,,,5.35,31,2%,,,,7.08,37,16%,,,,,,,,,,,,,27,,9.22,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040252EE,08/04,040252  DE ESPIRITU,,011262EE,0.28,24,93%,,,,71.88,33,1%,,,,0.24,29,21%,,,5%,,,0.58,25,45%,,,,-1.80,30,79%,,,,,,,,,,,,,17,,8.36,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090665EE,08/09,090665  DE ESPIRITU,,061210EE,0.45,33,99%,,,,71.68,44,1%,,,,0.80,36,2%,,,0.5%,,,2.77,33,15%,,,,13.21,45,3%,,,,,,,,,,,,,34,,12.88,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050328EE,07/05,050328  DE ESPIRITU,,990226EE,-0.02,29,55%,,,,71.39,38,1%,,,,-0.09,27,76%,,,1%,,,7.41,30,0.5%,,,,6.04,34,20%,,,,,,,,,,,,,23,,11.02,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080426EE,08/08,080426  DE ESPIRITU,,050615EE,0.45,33,99%,,,,70.52,44,2%,,,,0.26,39,19%,,,3%,,,6.98,32,0.5%,,,,-0.22,45,66%,,,,,,,,,,,,,35,,9.14,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040681EE,08/04,040681  DE ESPIRITU,,107867,0.34,18,96%,,,,70.32,23,2%,,,,-0.14,27,83%,,,3%,,,0.61,20,45%,,,,4.73,33,27%,,,,,,,,,,,,,9,,9.70,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061075EE,08/06,061075  DE ESPIRITU,,991889EE,0.23,29,89%,,,,70.07,40,2%,,,,0.43,37,9%,,,5%,,,6.35,28,1%,,,,-0.95,44,73%,,,,,,,,,,,,,28,,8.48,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050557EE,08/05,050557  DE ESPIRITU,,990226EE,0.06,19,74%,,,,70.04,25,2%,,,,-0.10,23,78%,,,2%,,,6.21,20,1%,,,,4.06,35,31%,,,,,,,,,,,,,6,,10.65,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101309EE,09/10,101309  DE ESPIRITU,,071557EE,0.49,28,99%,,,,69.66,39,2%,,,,-0.67,33,100%,,,4%,,,4.28,27,5%,,,,7.60,41,14%,,,,,,,,,,,,,27,,8.68,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050279EE,07/05,050279  DE ESPIRITU,,107867,0.36,15,96%,,,,69.15,20,2%,,,,0.32,16,15%,,,2%,,,3.99,16,7%,,,,4.43,26,29%,,,,,,,,,,,,,7,,10.86,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100401EE,08/10,100401  DE ESPIRITU,,070178EE,0.26,28,91%,,,,68.80,36,2%,,,,0.96,35,1%,,,0.1%,,,8.85,27,0.1%,,,,12.22,37,3%,,,,,,,,,,,,,18,,14.64,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061755EE,09/06,MORENO,G,020096EE,0.36,64,96%,,,,68.40,73,2%,,,,0.36,80,12%,,,11%,,,5.51,66,2%,,,,-0.06,79,65%,,,,,,,,,,,,,96,,6.52,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110116EE,07/11,110116  DE ESPIRITU,,070178EE,0.28,20,93%,,,,67.89,24,3%,,,,0.23,34,22%,,,2%,,,3.48,20,10%,,,,9.55,27,8%,,,,,,,,,,,,,5,,10.06,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080171EE,08/08,080171  DE ESPIRITU,G,051897EE,0.31,65,94%,,,,67.62,72,3%,,,,0.76,84,2%,,,5%,,,0.72,66,43%,,,,7.53,86,14%,,,,,,,,,,,,,72,,8.57,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070301EE,08/07,070301  DE ESPIRITU,,980609EE,0.45,24,99%,,,,67.37,32,3%,,,,-0.01,26,60%,,,3%,,,2.59,25,17%,,,,9.63,32,8%,,,,,,,,,,,,,14,,9.67,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090591EE,08/09,090591  DE ESPIRITU,,061755EE,0.38,21,97%,,,,67.19,27,3%,,,,0.65,28,3%,,,10%,,,4.02,20,6%,,,,3.96,34,32%,,,,,,,,,,,,,9,,6.76,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAOH 775,08/08,NALTO TE DA EAO,G,2505,-0.42,23,18%,,,,67.09,32,3%,,,,0.23,36,22%,,,9%,,,4.18,14,6%,,,,0.88,60,55%,,,,,,,,,,,,,16,,6.83,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051517EE,09/05,MAESTRO II,,990226EE,0.26,27,91%,,,,67.04,35,3%,,,,-0.27,36,93%,,,5%,,,1.23,26,34%,,,,4.43,43,29%,,,,,,,,,,,,,19,,8.52,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMBB 42,08/03,MR OB TE 42,,404,-0.60,33,11%,,,,66.98,45,3%,,,,0.03,51,48%,,,6%,,,5.14,31,3%,,,,5.40,72,23%,,,,,,,,,,,,,31,,8.03,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110766EE,09/11,110766  DE ESPIRITU,,080171EE,0.05,19,72%,,,,66.15,24,4%,,,,0.48,31,7%,,,4%,,,3.37,19,10%,,,,6.68,28,17%,,,,,,,,,,,,,7,,9.06,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839744,03/04,JDH SIR TOBE M.309/1,,718788,-0.71,23,7%,,,,65.89,28,4%,,,,0.27,27,18%,,,4%,,,0.45,18,48%,,,,-0.44,35,69%,,,,,,,,,,,,,6,,8.58,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070241EE,08/07,070241  DE ESPIRITU,,040703EE,0.28,29,93%,,,,65.70,40,4%,,,,1.36,38,0.1%,,,0.5%,,,4.52,29,4%,,,,9.03,45,9%,,,,,,,,,,,,,27,,12.96,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 2606,12/11,ARTIFICIO OB,,OBGP 711,-1.10,24,2%,,,,65.24,34,5%,,,,0.63,60,4%,,,5%,,,2.95,24,14%,,,,5.73,67,22%,,,,,,,,,,,,,21,,8.55,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081578EE,09/08,081578  DE ESPIRITU,,050611EE,-0.05,9,48%,,,,65.07,22,5%,,,,0.04,14,46%,,,15%,,,4.56,12,4%,,,,-3.54,28,88%,,,,,,,,,,,,,9,,5.56,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD 92,06/03,MR.QERJ BRAHMANIA 92,,718788,-0.51,47,14%,,,,65.03,59,5%,,,,0.10,63,36%,,,0.1%,,,0.80,33,41%,,,,9.58,78,8%,,,,,,,,,,,,,83,,14.06,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121200EE,09/12,121200  DE ESPIRITU,G,040479EE,0.36,59,96%,,,,64.87,68,5%,,,,0.47,81,7%,,,8%,,,7.17,61,0.5%,,,,-1.82,80,79%,,,,,,,,,,,,,33,,7.11,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070035EE,07/07,070035  DE ESPIRITU,,990226EE,0.17,24,85%,,,,64.56,29,5%,,,,0.52,27,6%,,,7%,,,7.52,22,0.5%,,,,6.11,36,20%,,,,,,,,,,,,,13,,7.66,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 683,01/08,MR FUZIL FIV 683 OB,,718788,-0.81,38,5%,,,,64.11,30,6%,,,,0.28,44,18%,,,1%,,,3.65,21,9%,,,,10.37,68,6%,,,,,,,,,,,,,9,,11.21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIB 54,01/06,CABANHA LIBRA 54,,809260,0.08,33,76%,,,,63.94,50,6%,,,,0.06,35,43%,,,4%,STAYABILITY,,1.24,25,34%,,,,9.19,49,9%,,,,,,,,,,,,,47,,8.97,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR 1769,09/11,CABR IOTIN 1769,,846561,-0.82,22,5%,,,,,,,,,,0.38,39,11%,,,0.5%,,,,,,,,,22.17,49,0.1%,,,,,,,,,,,,,7,,11.92,,3.54,24,0.1%,0.41,19,2%,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR 1729,02/11,CABR MR ILUSTRE 1729,,803613,-0.34,23,23%,,,,,,,,,,0.26,28,19%,,,8%,,,,,,,,,2.10,37,45%,,,,,,,,,,,,,8,,7.35,,3.27,27,0.1%,0.85,23,0.1%,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER 401,02/09,MR UBER POI 401,G,718788,-0.56,58,12%,,,,,,,,,,-0.14,80,83%,,,10%,,,,,,,,,4.39,80,29%,,,,,,,,,,,,,9,,6.68,,3.09,76,0.5%,-0.01,74,55%,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRBR 136,01/04,136,,718788,0.01,42,63%,,,,,,,,,,1.31,68,0.1%,,,10%,,,,,,,,,13.79,74,2%,,,,,,,,,,,,,10,,6.73,,2.98,39,0.5%,0.30,35,3%,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858252,06/06,HK POLO 757 (P),,751467,0.02,45,66%,,,,,,,,,,0.32,59,15%,,,3%,,,,,,,,,11.69,67,4%,,,,,,,,,,,,,18,,9.66,,2.48,48,1%,0.49,44,0.5%,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832160,06/03,+MR WINCHESTER MAGNU,,724323,-0.12,12,38%,,,,,,,,,,0.14,8,31%,,,3%,,,,,,,,,15.24,14,1%,,,,,,,,,,,,,6,,9.64,,2.32,19,1%,0.42,17,1%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER 461,10/09,MR UBER ARAGUAIA 461,,UBER 153,-0.33,43,23%,,,,,,,,,,0.30,70,16%,,,7%,,,,,,,,,8.95,79,9%,,,,,,,,,,,,,43,,7.51,,2.23,54,2%,0.10,51,11%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCP 1193,11/14,1193 DE NAVIRAI,,WRRB 115,-0.34,12,23%,,,,,,,,,,0.46,31,8%,,,5%,,,,,,,,,11.81,42,4%,,,,,,,,,,,,,5,,8.27,,1.90,22,3%,0.13,19,9%,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 1193,09/09,MATRIX OB,,OBGP 367,-0.24,56,29%,,,,,,,,,,0.24,80,21%,,,10%,,,,,,,,,11.18,85,5%,,,,,,,,,,,,,247,,6.69,,1.83,80,3%,0.18,79,6%,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 3749,11/13,ARDIL OB,G,813128,0.11,53,80%,,,,,,,,,,-0.04,81,68%,,,25%,,,,,,,,,8.94,80,9%,,,,,,,,,,,,,68,,4.03,,1.53,79,6%,0.04,77,21%,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 4971,10/17,SARAC OB,,OBGP 1193,-0.12,16,38%,,,,,,,,,,0.25,40,20%,,,15%,,,,,,,,,13.18,43,3%,,,,,,,,,,,,,8,,5.68,,1.12,38,11%,-0.25,35,99%,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUET 20,09/07,ABSINTO FIV DUET,,669048,0.04,39,70%,,,,,,,,,,0.06,62,43%,,,2%,,,,,,,,,14.55,71,2%,,,,,,,,,,,,,29,,10.66,,1.01,56,13%,1.12,52,0.1%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRRB 115,11/06,MR WRS POI 115,,727046,-0.17,36,34%,,,,,,,,,,0.58,67,4%,,,28%,,,,,,,,,8.37,74,11%,,,,,,,,,,,,,25,,3.64,,0.94,50,15%,0.35,46,2%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 5097,01/18,AMERICANO OB,G,OBGP 1193,-0.41,18,19%,,,,,,,,,,0.26,43,19%,,,2%,,,,,,,,,14.58,48,2%,,,,,,,,,,,,,7,,10.46,,0.91,44,15%,0.03,40,24%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 4984,10/17,POLO OB,,OBGP 3777,-0.21,10,31%,,,,,,,,,,0.01,42,53%,,,8%,,,,,,,,,13.05,48,3%,,,,,,,,,,,,,17,,7.11,,0.91,44,15%,0.18,41,6%,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 4947,09/17,KEMBALI OB,G,OBGP 1193,-0.56,53,12%,,,,,,,,,,0.62,80,4%,,,5%,,,,,,,,,11.57,78,4%,,,,,,,,,,,,,36,,8.47,,0.86,78,17%,0.39,75,2%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER 153,03/06,MR UBER NATURAL 153,750937,-0.04,49,50%,1.75,,,,,,,,,,73,68%,0.76,,,SUMÁRIO DE TOUROS LÍDERES DA RAÇA BRAHMAN : CARACTERÍSTICA QUANTITATIVA DE CARCAÇA - ACAB  (TOP 20%),"TOP 40% para MGTe, Acurácia maior ou igual a 15% para DACAB, NFUS >= 5, Nascidos a partir de 2003, Progênie nascida nos últimos 2 anos, 40 melhores para DACAB",RG,,,,,,,81,47%,-0.04,,,,,,,,,,,,,2,,67,,64,19%,0.09,61,12%,59,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUET 20,09/07,ABSINTO FIV DUET,,669048,0.04,39,70%,,,,,,,,,,0.06,62,43%,,,2%,,,,,,,,,14.55,71,2%,,,,,,,,,,,,,29,,10.66,,1.01,56,13%,1.12,52,0.1%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR 1729,02/11,CABR MR ILUSTRE 1729,,803613,-0.34,23,23%,,,,,,,,,,0.26,28,19%,,,8%,,,,,,,,,2.10,37,45%,,,,,,,,,,,,,8,,7.35,,3.27,27,0.1%,0.85,23,0.1%,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 4230,12/14,BINARIO OB,G,DUET 20,-0.32,54,24%,,,,,,,,,,-0.04,80,68%,,,4%,,,,,,,,,17.60,80,0.5%,,,,,,,,,,,,,45,,8.78,,0.63,78,23%,0.63,76,0.5%,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858252,06/06,HK POLO 757 (P),,751467,0.02,45,66%,,,,,,,,,,0.32,59,15%,,,3%,,,,,,,,,11.69,67,4%,,,,,,,,,,,,,18,,9.66,,2.48,48,1%,0.49,44,0.5%,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832160,06/03,+MR WINCHESTER MAGNU,,724323,-0.12,12,38%,,,,,,,,,,0.14,8,31%,,,3%,,,,,,,,,15.24,14,1%,,,,,,,,,,,,,6,,9.64,,2.32,19,1%,0.42,17,1%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR 1769,09/11,CABR IOTIN 1769,,846561,-0.82,22,5%,,,,,,,,,,0.38,39,11%,,,0.5%,,,,,,,,,22.17,49,0.1%,,,,,,,,,,,,,7,,11.92,,3.54,24,0.1%,0.41,19,2%,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 4947,09/17,KEMBALI OB,G,OBGP 1193,-0.56,53,12%,,,,,,,,,,0.62,80,4%,,,5%,,,,,,,,,11.57,78,4%,,,,,,,,,,,,,36,,8.47,,0.86,78,17%,0.39,75,2%,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRRB 115,11/06,MR WRS POI 115,,727046,-0.17,36,34%,,,,,,,,,,0.58,67,4%,,,28%,,,,,,,,,8.37,74,11%,,,,,,,,,,,,,25,,3.64,,0.94,50,15%,0.35,46,2%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRBR 136,01/04,136,,718788,0.01,42,63%,,,,,,,,,,1.31,68,0.1%,,,10%,,,,,,,,,13.79,74,2%,,,,,,,,,,,,,10,,6.73,,2.98,39,0.5%,0.30,35,3%,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENT 5861,10/18,CJ SANT ANNA POI 5861,,BENT 3706,-0.32,8,24%,,,,,,,,,,0.20,22,25%,,,26%,,,,,,,,,4.50,37,28%,,,,,,,,,,,,,29,,3.87,,-0.10,51,71%,0.29,48,3%,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR 2014,03/13,CABR MR LEBLON 2014,,CABR 1469,-0.32,11,24%,,,,,,,,,,-0.01,36,60%,,,11%,,,,,,,,,13.30,49,2%,,,,,,,,,,,,,7,,6.52,,0.30,26,37%,0.25,22,4%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 1193,09/09,MATRIX OB,,OBGP 367,-0.24,56,29%,,,,,,,,,,0.24,80,21%,,,10%,,,,,,,,,11.18,85,5%,,,,,,,,,,,,,247,,6.69,,1.83,80,3%,0.18,79,6%,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBGP 4984,10/17,POLO OB,,OBGP 3777,-0.21,10,31%,,,,,,,,,,0.01,42,53%,,,8%,,,,,,,,,13.05,48,3%,,,,,,,,,,,,,17,,7.11,,0.91,44,15%,0.18,41,6%,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCP 1061,08/14,1061 DE NAVIRAI,,WRRB 115,0.01,32,63%,,,,,,,,,,-0.07,62,73%,,,34%,,,,,,,,,6.83,71,17%,,,,,,,,,,,,,30,,2.75,,0.29,43,38%,0.14,39,8%,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCP 1193,11/14,1193 DE NAVIRAI,,WRRB 115,-0.34,12,23%,,,,,,,,,,0.46,31,8%,,,5%,,,,,,,,,11.81,42,4%,,,,,,,,,,,,,5,,8.27,,1.90,22,3%,0.13,19,9%,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER 461,10/09,MR UBER ARAGUAIA 461,,UBER 153,-0.33,43,23%,,,,,,,,,,0.30,70,16%,,,7%,,,,,,,,,8.95,79,9%,,,,,,,,,,,,,43,,7.51,,2.23,54,2%,0.10,51,11%,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER 153,03/06,MR UBER NATURAL 153,,750937,-0.04,49,50%,,,,,,,,,,-0.04,73,68%,,,38%,ÁREA DE OLHO DE LOMBO E ACABAMENTO DE CARCAÇA,,,,,,,,1.75,81,47%,,,,,,,,,,,,,59,,2.37,,0.76,64,19%,0.09,61,12%,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JALJ 2,01/04,MR 2 DA J4,,718788,-0.66,23,9%,,,,63.89,22,6%,,,,0.80,61,2%,,,16.22,40,0.1%,,,,,,,16.94,71,0.5%,,,7.43,53,0.5%,,,,,,106,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRCL 694,11/11,MR BCOL FRATELLO,,GOOD 92,-0.63,26,10%,,,,59.70,17,13%,,,,0.91,58,1%,,,13.54,37,0.5%,,,,,,,12.38,65,3%,,,7.24,55,0.5%,,,,,,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181228EE,09/18,181228 DE ESPIRITU,G,080171EE,0.31,16,94%,,,,72.46,21,1%,,,,1.29,63,0.5%,,,13.07,40,0.5%,,,,,,,7.51,68,14%,,,-0.41,59,83%,,,,,,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180931EE,09/18,180931 DE ESPIRITU,G,080171EE,0.23,20,89%,,,,72.01,25,1%,,,,1.38,63,0.1%,,,12.72,42,0.5%,,,,,,,8.40,67,11%,,,-0.87,57,90%,,,,,,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABR 1769,09/11,CABR IOTIN 1769,,846561,-0.82,22,5%,,,,44.43,22,88%,,,,0.38,39,11%,,,11.92,32,0.5%,,,,,,,22.17,49,0.1%,,,8.32,39,0.1%,,,,,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBER 1506,12/15,MR UBER JATOBA 1506,G,UBER 783,-0.44,52,17%,,,,52.51,65,38%,,,,0.60,81,4%,,,11.70,71,1%,,,,,,,14.60,81,2%,,,7.10,73,0.5%,,,,,,114,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
